Date,Ambrosia,Artemisia,Asteraceae,Alnus,Betula,Ericaceae,Carpinus,Castanea,Quercus,Chenopodium,Cupressaceae,Acer,Fraxinus,Gramineae,Fagus,Juncaceae,Aesculus,Larix,Corylus,Juglans,Umbellifereae,Ulmus,Urtica,Rumex,Populus,Pinaceae,Plantago,Platanus,Salix,Cyperaceae,Filipendula,Sambucus,Tilia,MaxAirTempC,MinAirTempC,PrecipitationC,NumWeek
2015-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5,5.800000190734863,0,49
2013-02-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.400000095367432,-2.799999952316284,0,6
2016-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.399999618530273,6.099999904632568,0.10000000149011612,47
2007-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13.699999809265137,6.599999904632568,0,39
1992-07-15,0,0,1,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,2,0,0,19.899999618530273,13.5,0,29
2012-05-21,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,3,6,0,107,5,0,0,0,0,0,0,21.5,13.300000190734863,11.300000190734863,21
1992-06-15,0,0,0,0,1,0,0,1,2,0,0,0,0,141,0,1,0,0,0,0,1,0,139,4,0,2,2,0,0,0,0,7,2,26.799999237060547,16.399999618530273,0,25
2003-08-20,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,6,0,0,24.600000381469727,13.100000381469727,0,34
1995-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,1,0,17,0,0,22,5,0,0,0,0,2,0,17.399999618530273,11.199999809265137,0.8999999761581421,22
2005-08-27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,19.299999237060547,9.100000381469727,0,34
2005-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,-13,0,1
1999-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,21,2,0,6,0,0,0,0,0,2,0,8,2.5999999046325684,0.4000000059604645,23
2013-04-27,0,0,0,0,111,0,5,0,0,0,2,2,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.099999904632568,3.200000047683716,0.20000000298023224,17
1993-02-08,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11.199999809265137,0,6
2007-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.899999618530273,5.599999904632568,9.600000381469727,3
2018-02-05,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.300000190734863,2.700000047683716,0,6
1999-07-25,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,4,0,0,27.799999237060547,15.100000381469727,0,29
2015-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,2.9000000953674316,0,53
2015-03-04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.300000190734863,-0.8999999761581421,1.2999999523162842,10
1995-03-26,0,0,0,1,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,0,0,0,0,9.199999809265137,5,1.899999976158142,12
1999-04-16,0,0,0,0,141,0,10,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.600000381469727,1.2000000476837158,0,15
2002-05-07,0,0,0,0,6,0,0,0,144,0,0,0,2,0,142,0,0,0,0,1,0,0,0,0,0,48,0,3,0,0,0,0,0,22.200000762939453,10,1.600000023841858,19
2014-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,1,0,0,0,0,0,0,8.899999618530273,4,4.099999904632568,37
2003-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4000000953674316,-3.5,0,4
2010-03-18,0,0,0,162,0,0,0,0,0,0,115,0,16,0,0,0,0,0,27,0,0,0,0,0,52,0,0,0,2,0,0,0,0,16,4.800000190734863,0,11
1995-06-17,0,0,1,0,0,0,0,0,0,0,1,0,0,520,0,0,0,0,0,0,0,0,61,3,0,1,2,0,0,0,0,6,0,17.700000762939453,9.399999618530273,5.5,24
2009-07-28,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,22.399999618530273,11.199999809265137,0,31
2018-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.399999618530273,9,0,17
2006-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1.2000000476837158,0,5
2000-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,1,0,0,9.5,5.300000190734863,0,37
2011-06-14,0,0,0,0,0,0,0,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,23.600000381469727,14.5,0,24
1994-07-11,0,1,2,0,0,0,0,18,0,1,1,0,0,50,0,0,0,0,0,0,0,0,79,2,0,1,7,0,0,0,0,4,0,10.899999618530273,9.199999809265137,1.2000000476837158,28
2012-08-13,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,1,0,0,0,0,0,0,25.299999237060547,13.100000381469727,0,33
2012-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4000000953674316,-3.799999952316284,0,8
1992-09-22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,5,0,0,18.299999237060547,11.199999809265137,0.800000011920929,39
2011-06-18,0,0,0,0,0,0,0,16,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,0,0,3,17.200000762939453,9.5,6.900000095367432,24
2003-02-23,0,0,0,8,0,0,0,0,0,0,9,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9.5,-2.5,0,8
2000-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,13,4.699999809265137,1.7000000476837158,22
2004-03-01,0,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5999999046325684,-8.600000381469727,0,10
2005-06-25,0,0,0,0,0,0,0,7,0,0,0,0,0,41,0,1,0,0,0,0,0,0,430,4,0,1,2,0,0,0,0,9,1,26.799999237060547,18.700000762939453,0.20000000298023224,25
2000-07-27,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,67,0,0,0,1,0,0,0,0,0,0,20.100000381469727,11.899999618530273,5.800000190734863,30
2014-08-16,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,86,0,0,0,3,0,0,0,0,0,0,18.299999237060547,9.800000190734863,0.8999999761581421,33
2007-03-17,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29,0,0,0,0,8.300000190734863,5.5,0.6000000238418579,11
2012-03-11,0,0,0,41,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.600000381469727,4,12.399999618530273,10
2001-03-11,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.100000381469727,3.799999952316284,0,10
2015-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.700000762939453,15.399999618530273,5,49
2003-04-21,0,0,0,0,31,0,0,0,11,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,20.600000381469727,8.899999618530273,0.10000000149011612,17
2010-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,22.399999618530273,9.699999809265137,0,38
2001-04-06,0,0,0,0,8,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,4.099999904632568,0,14
2003-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.699999809265137,0.10000000149011612,24.100000381469727,1
2006-05-19,0,0,1,1,19,0,0,1,26,0,1,0,0,5,4,0,0,0,0,1,1,0,0,3,0,49,2,1,0,0,0,0,0,14.5,8.899999618530273,4.5,20
1995-07-08,0,0,0,0,0,0,0,10,0,0,0,0,0,111,0,0,0,0,0,0,1,0,136,3,0,1,1,0,0,0,0,1,3,20.399999618530273,13.699999809265137,10.800000190734863,27
1993-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.600000381469727,1.7999999523162842,3.9000000953674316,2
2017-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10000000149011612,-7.599999904632568,0,4
1998-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.400000095367432,-0.4000000059604645,6,3
1998-04-01,0,0,0,0,41,0,16,0,0,0,21,1,436,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,15,1,0,0,0,6.900000095367432,2.5999999046325684,5.199999809265137,14
2010-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,1,0,0,17,8,0,5,3,0,0,0,0,6,0,26.299999237060547,14.899999618530273,25.399999618530273,22
2013-04-30,0,0,0,0,54,0,4,0,1,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10.699999809265137,6.199999809265137,6.699999809265137,18
1994-04-05,0,0,0,0,6,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,15.300000190734863,6.800000190734863,1.600000023841858,14
2015-03-20,0,0,0,13,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,4,0,0,0,0,13.899999618530273,3.5,0,12
2001-08-03,0,7,1,0,0,0,0,1,0,2,1,0,0,3,0,0,0,0,0,0,1,0,59,0,0,1,0,0,0,0,5,0,0,10,6.800000190734863,5.800000190734863,31
2014-07-16,0,0,0,0,0,0,0,4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,1,0,27.399999618530273,16.899999618530273,0,29
2013-03-07,0,0,0,212,0,0,0,0,0,0,25,0,2,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.799999237060547,14.100000381469727,11.100000381469727,10
1992-06-14,0,0,9,0,0,0,0,0,1,0,0,0,0,230,0,0,0,0,0,0,0,0,104,9,0,1,2,0,0,0,0,4,0,25.299999237060547,15,0,24
1994-06-20,0,0,0,0,0,0,0,2,0,0,0,0,0,182,0,0,0,0,0,0,0,0,78,2,0,0,0,0,0,0,0,7,0,22.799999237060547,10.100000381469727,0,25
2016-02-03,0,0,0,26,0,0,0,0,0,0,4,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.800000190734863,0.30000001192092896,5.199999809265137,5
2008-02-05,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.200000762939453,6.300000190734863,0,6
2013-07-19,0,0,0,0,0,0,0,4,0,0,0,0,0,24,0,0,0,0,0,0,0,0,142,1,0,0,0,0,0,0,1,0,1,28.700000762939453,18.200000762939453,0,29
1993-09-01,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,8.399999618530273,0.10000000149011612,7.400000095367432,35
2006-03-07,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.600000381469727,15.399999618530273,0,10
2000-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.900000095367432,4.599999904632568,0,52
1994-05-19,0,0,0,0,1,0,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,0,3,1,0,11,0,0,0,0,0,0,0,16,8.699999809265137,3,20
2015-04-30,0,0,0,0,9,0,1,0,15,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,8,0,1,2,0,0,0,0,10.300000190734863,5,5.400000095367432,18
1996-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.299999952316284,-4.599999904632568,0,5
2017-07-14,0,0,1,0,0,0,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,22.700000762939453,11.600000381469727,1.100000023841858,28
2003-02-26,0,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.300000190734863,-0.4000000059604645,0,9
1996-06-04,0,0,0,0,1,0,0,0,6,0,0,0,0,116,0,0,0,0,0,0,7,0,9,7,0,37,0,0,0,0,0,0,0,15.600000381469727,0.6000000238418579,0,23
2012-04-06,0,0,0,0,99,0,11,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17.799999237060547,6.5,1.2999999523162842,14
1993-07-05,0,0,0,0,0,0,0,2,0,1,0,0,0,45,0,0,0,0,0,0,0,0,163,2,0,1,2,0,0,0,1,2,1,17,6.400000095367432,9.300000190734863,27
1994-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,3.0999999046325684,4.699999809265137,9
2004-08-10,1,6,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,51,0,0,0,0,0,0,0,3,0,0,10.5,7.800000190734863,1.899999976158142,33
1995-08-13,0,23,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,1,0,116,1,0,0,3,0,0,0,4,0,0,24.799999237060547,16.600000381469727,0,32
1998-05-07,0,0,0,0,5,0,0,0,28,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,0,17.899999618530273,12,0,19
2007-08-03,0,11,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,255,0,0,0,2,0,0,0,1,0,0,12.100000381469727,1,0,31
1994-08-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,9.699999809265137,6.900000095367432,0,32
1999-05-24,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,3,2,0,4,1,0,0,0,0,0,0,18.799999237060547,9.199999809265137,0,21
1999-06-19,0,0,0,0,0,0,0,2,0,0,0,0,0,69,0,0,0,0,0,0,0,0,68,1,0,1,0,0,0,0,0,2,0,22.299999237060547,8.899999618530273,0,24
2006-06-29,0,0,0,0,0,0,0,4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,140,1,0,0,0,0,0,0,0,0,1,24.100000381469727,14.899999618530273,0.20000000298023224,26
2011-03-09,0,0,0,34,0,0,0,0,0,0,41,0,12,0,0,0,0,0,17,0,0,2,0,0,13,0,0,0,6,0,0,0,0,28.299999237060547,16.700000762939453,1.399999976158142,10
2017-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.400000095367432,6.300000190734863,0,51
2009-02-03,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.300000190734863,1.5,0,6
1998-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,20.899999618530273,10.100000381469727,0,36
1992-03-28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,4.5,-0.6000000238418579,0.699999988079071,13
2004-03-25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,-0.6000000238418579,0,13
1995-04-15,0,0,0,0,164,0,30,0,0,0,53,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12.5,2.700000047683716,3.799999952316284,15
1996-06-29,0,0,0,0,0,0,0,8,0,0,0,0,0,39,0,0,0,0,0,0,0,0,22,4,0,6,0,0,0,0,0,6,1,16.899999618530273,10.5,1.399999976158142,26
2013-05-11,0,0,0,0,5,0,1,0,232,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,1,1,3,0,0,0,0,7.699999809265137,0.6000000238418579,8.800000190734863,19
2016-06-11,0,0,2,0,0,0,0,0,0,0,1,0,0,108,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,1,0,5.099999904632568,-0.20000000298023224,0.30000001192092896,23
2016-03-28,0,0,0,4,0,0,11,0,0,0,4,0,2,0,0,0,0,0,1,0,0,6,0,0,2,0,0,0,8,0,0,0,0,10.100000381469727,3.4000000953674316,10.5,13
1995-02-18,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.699999809265137,-0.30000001192092896,0.6000000238418579,7
2011-08-26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,24.5,12.600000381469727,16.399999618530273,34
2016-08-06,0,10,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,152,0,0,0,2,0,0,0,3,0,0,22.600000381469727,13.899999618530273,3.299999952316284,31
2006-09-23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,2,0,0,22.5,16.700000762939453,0,38
1993-02-19,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.900000095367432,1.2999999523162842,2,7
2015-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.899999976158142,-3.200000047683716,0,3
2004-05-12,0,0,0,0,3,0,0,0,80,0,0,0,0,4,11,0,0,0,0,0,0,0,0,1,0,29,0,2,0,0,0,0,0,0.8999999761581421,-3.4000000953674316,0,20
2009-07-23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,22.399999618530273,15.899999618530273,10.800000190734863,30
2018-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.100000381469727,3.299999952316284,0,39
2003-03-18,0,0,0,13,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,12.199999809265137,-1,0,12
2011-07-11,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9.199999809265137,7.400000095367432,0.20000000298023224,28
2005-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,14.399999618530273,5.099999904632568,0,37
2017-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,-7.199999809265137,0,3
2011-09-02,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,1,0,0,0,0,0,0,6.900000095367432,-0.800000011920929,0,35
2018-10-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.799999237060547,13.399999618530273,0,41
1994-08-12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,0,0,0,1,0,0,8.199999809265137,3.799999952316284,8.899999618530273,32
1998-04-29,0,0,0,0,111,0,2,0,3,0,0,1,10,1,7,0,0,0,0,0,0,0,1,0,0,1,0,1,5,0,0,0,0,15.600000381469727,4.900000095367432,0,18
2008-07-28,0,1,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,94,0,0,0,1,0,0,0,2,0,0,27.799999237060547,17.299999237060547,0,31
2016-03-05,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,7,0.30000001192092896,9
2000-03-16,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,9.5,1.7999999523162842,0,11
1996-05-25,0,0,0,0,3,0,0,0,18,0,1,0,0,22,0,0,1,0,0,1,3,0,3,6,0,37,0,0,0,0,0,1,0,13.399999618530273,5.699999809265137,4.900000095367432,21
1999-03-07,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.100000381469727,15.800000190734863,0,9
2012-03-18,0,0,0,7,0,0,0,0,0,0,8,0,5,0,0,0,0,0,1,0,0,2,0,0,7,0,0,0,2,0,0,0,0,8.399999618530273,4.099999904632568,0.5,11
1999-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0.4000000059604645,0.800000011920929,2
2016-05-21,0,0,0,0,2,0,0,0,4,0,2,0,0,94,1,0,0,0,0,8,0,0,2,6,0,45,0,4,0,0,0,0,0,21.600000381469727,9.5,0,20
2009-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.799999237060547,12.800000190734863,0,2
2017-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.800000190734863,11.100000381469727,2.299999952316284,45
1997-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.399999618530273,11.199999809265137,7.5,2
1992-09-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,14.300000190734863,3.5,0,36
1994-01-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.400000095367432,0.699999988079071,5.5,2
2013-06-13,0,0,0,0,0,0,0,0,1,0,0,0,0,162,0,0,0,0,0,1,1,0,27,2,0,6,2,0,0,0,0,2,0,23.700000762939453,9.100000381469727,16.700000762939453,24
2008-09-07,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19.100000381469727,11.699999809265137,0,36
2018-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.399999618530273,8.800000190734863,0,37
2003-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,1,0,12,5,0,12,2,0,0,0,0,1,0,26.5,16,0,22
2001-09-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,16.100000381469727,6.699999809265137,0,36
2009-07-24,0,0,5,0,0,0,0,3,0,1,5,0,0,5,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,3,0,2,21.799999237060547,12.899999618530273,2.200000047683716,30
1998-04-06,0,0,3,0,17,0,2,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23.100000381469727,10.199999809265137,0,15
2011-07-07,0,0,0,0,0,0,0,2,0,0,2,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,23,13.600000381469727,0,27
2017-05-17,0,0,0,0,1,0,0,0,172,0,2,0,4,63,0,0,4,0,0,3,0,0,2,11,0,237,4,2,0,0,0,3,0,27.600000381469727,15.100000381469727,0,20
2013-09-11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.300000190734863,5.800000190734863,2,37
1997-02-25,0,0,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7.199999809265137,21.5,9
1994-05-23,0,0,0,0,2,0,0,0,1,0,0,0,0,35,0,0,0,0,0,0,0,0,4,10,0,5,4,0,0,0,0,0,0,17.100000381469727,10.600000381469727,0.8999999761581421,21
2017-01-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15.199999809265137,0,1
1996-02-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.900000095367432,-3.299999952316284,0,5
2014-06-22,0,0,0,0,0,0,0,1,0,0,0,0,0,61,0,0,0,0,0,0,0,0,41,2,0,0,1,0,0,0,0,0,0,23.799999237060547,10.300000190734863,0,25
2018-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.799999237060547,16.200000762939453,7.5,28
2016-01-22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30000001192092896,-6,2.9000000953674316,3
